Filepath,MfccPath,Emotion
./dataset/mlend/MLEndSND_Public/27175.wav,mfccs/27175_mfcc.pt,Happy
./dataset/tess/YAF_angry/YAF_pole_angry.wav,mfccs/YAF_pole_angry_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/03585.wav,mfccs/03585_mfcc.pt,Question
./dataset/esd/0013/Angry/0013_000445.wav,mfccs/0013_000445_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/24644.wav,mfccs/24644_mfcc.pt,Happy
./dataset/tess/YAF_fear/YAF_cause_fear.wav,mfccs/YAF_cause_fear_mfcc.pt,Fear
./dataset/esd/0019/Neutral/0019_000187.wav,mfccs/0019_000187_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/23854.wav,mfccs/23854_mfcc.pt,Bored
./dataset/crema-d/AudioWAV/1077_TIE_SAD_XX.wav,mfccs/1077_TIE_SAD_XX_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/11468.wav,mfccs/11468_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/41356.wav,mfccs/41356_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1037_IEO_DIS_LO.wav,mfccs/1037_IEO_DIS_LO_mfcc.pt,Disgust
./dataset/mlend/MLEndSND_Public/46042.wav,mfccs/46042_mfcc.pt,Question
./dataset/meld/train/dia1029_utt3.mp4,mfccs/dia1029_utt3_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/39196.wav,mfccs/39196_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/43632.wav,mfccs/43632_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/03532.wav,mfccs/03532_mfcc.pt,Question
./dataset/crema-d/AudioWAV/1043_IWL_HAP_XX.wav,mfccs/1043_IWL_HAP_XX_mfcc.pt,Happy
./dataset/esd/0014/Angry/0014_000426.wav,mfccs/0014_000426_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/05241.wav,mfccs/05241_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/17174.wav,mfccs/17174_mfcc.pt,Neutral
./dataset/esd/0013/Sad/0013_001392.wav,mfccs/0013_001392_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/09873.wav,mfccs/09873_mfcc.pt,Happy
./dataset/ravdess/Actor_04/03-01-08-01-02-01-04.wav,mfccs/03-01-08-01-02-01-04_mfcc.pt,Surprise
./dataset/esd/0012/Sad/0012_001319.wav,mfccs/0012_001319_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/20087.wav,mfccs/20087_mfcc.pt,Happy
./dataset/meld/train/dia286_utt0.mp4,mfccs/dia286_utt0_mfcc.pt,Neutral
./dataset/tess/YAF_happy/YAF_mouse_happy.wav,mfccs/YAF_mouse_happy_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/20887.wav,mfccs/20887_mfcc.pt,Neutral
./dataset/esd/0011/Happy/0011_000739.wav,mfccs/0011_000739_mfcc.pt,Happy
./dataset/esd/0015/Angry/0015_000529.wav,mfccs/0015_000529_mfcc.pt,Anger
./dataset/tess/OAF_disgust/OAF_king_disgust.wav,mfccs/OAF_king_disgust_mfcc.pt,Disgust
./dataset/esd/0014/Angry/0014_000428.wav,mfccs/0014_000428_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/42143.wav,mfccs/42143_mfcc.pt,Neutral
./dataset/esd/0020/Neutral/0020_000094.wav,mfccs/0020_000094_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/39132.wav,mfccs/39132_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/14356.wav,mfccs/14356_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/31878.wav,mfccs/31878_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/37648.wav,mfccs/37648_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/08888.wav,mfccs/08888_mfcc.pt,Question
./dataset/crema-d/AudioWAV/1015_IEO_DIS_LO.wav,mfccs/1015_IEO_DIS_LO_mfcc.pt,Disgust
./dataset/crema-d/AudioWAV/1071_TAI_FEA_XX.wav,mfccs/1071_TAI_FEA_XX_mfcc.pt,Fear
./dataset/mlend/MLEndSND_Public/15450.wav,mfccs/15450_mfcc.pt,Question
./dataset/tess/OAF_disgust/OAF_nice_disgust.wav,mfccs/OAF_nice_disgust_mfcc.pt,Disgust
./dataset/crema-d/AudioWAV/1027_WSI_DIS_XX.wav,mfccs/1027_WSI_DIS_XX_mfcc.pt,Disgust
./dataset/mlend/MLEndSND_Public/02782.wav,mfccs/02782_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/04654.wav,mfccs/04654_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/11015.wav,mfccs/11015_mfcc.pt,Question
./dataset/crema-d/AudioWAV/1041_MTI_HAP_XX.wav,mfccs/1041_MTI_HAP_XX_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/38355.wav,mfccs/38355_mfcc.pt,Bored
./dataset/crema-d/AudioWAV/1001_TSI_ANG_XX.wav,mfccs/1001_TSI_ANG_XX_mfcc.pt,Anger
./dataset/crema-d/AudioWAV/1055_IOM_HAP_XX.wav,mfccs/1055_IOM_HAP_XX_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/44459.wav,mfccs/44459_mfcc.pt,Bored
./dataset/meld/train/dia1016_utt12.mp4,mfccs/dia1016_utt12_mfcc.pt,Happy
./dataset/esd/0015/Sad/0015_001067.wav,mfccs/0015_001067_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/16837.wav,mfccs/16837_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/35255.wav,mfccs/35255_mfcc.pt,Happy
./dataset/esd/0019/Neutral/0019_000207.wav,mfccs/0019_000207_mfcc.pt,Neutral
./dataset/tess/OAF_angry/OAF_take_angry.wav,mfccs/OAF_take_angry_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/41153.wav,mfccs/41153_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/33493.wav,mfccs/33493_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/13628.wav,mfccs/13628_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/19894.wav,mfccs/19894_mfcc.pt,Happy
./dataset/esd/0013/Sad/0013_001185.wav,mfccs/0013_001185_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/15266.wav,mfccs/15266_mfcc.pt,Bored
./dataset/esd/0019/Neutral/0019_000092.wav,mfccs/0019_000092_mfcc.pt,Neutral
./dataset/meld/train/dia545_utt11.mp4,mfccs/dia545_utt11_mfcc.pt,Anger
./dataset/meld/train/dia673_utt9.mp4,mfccs/dia673_utt9_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1061_IEO_DIS_MD.wav,mfccs/1061_IEO_DIS_MD_mfcc.pt,Disgust
./dataset/esd/0014/Surprise/0014_001687.wav,mfccs/0014_001687_mfcc.pt,Surprise
./dataset/esd/0011/Happy/0011_000834.wav,mfccs/0011_000834_mfcc.pt,Happy
./dataset/meld/train/dia147_utt6.mp4,mfccs/dia147_utt6_mfcc.pt,Surprise
./dataset/esd/0014/Angry/0014_000494.wav,mfccs/0014_000494_mfcc.pt,Anger
./dataset/ravdess/Actor_04/03-01-05-02-02-02-04.wav,mfccs/03-01-05-02-02-02-04_mfcc.pt,Anger
./dataset/meld/train/dia460_utt2.mp4,mfccs/dia460_utt2_mfcc.pt,Fear
./dataset/mlend/MLEndSND_Public/38337.wav,mfccs/38337_mfcc.pt,Bored
./dataset/crema-d/AudioWAV/1061_DFA_HAP_XX.wav,mfccs/1061_DFA_HAP_XX_mfcc.pt,Happy
./dataset/esd/0020/Surprise/0020_001506.wav,mfccs/0020_001506_mfcc.pt,Surprise
./dataset/tess/YAF_fear/YAF_chair_fear.wav,mfccs/YAF_chair_fear_mfcc.pt,Fear
./dataset/esd/0012/Surprise/0012_001632.wav,mfccs/0012_001632_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/41662.wav,mfccs/41662_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/31660.wav,mfccs/31660_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/01537.wav,mfccs/01537_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1071_IEO_FEA_HI.wav,mfccs/1071_IEO_FEA_HI_mfcc.pt,Fear
./dataset/mlend/MLEndSND_Public/21542.wav,mfccs/21542_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/34622.wav,mfccs/34622_mfcc.pt,Bored
./dataset/esd/0020/Neutral/0020_000137.wav,mfccs/0020_000137_mfcc.pt,Neutral
./dataset/esd/0011/Sad/0011_001257.wav,mfccs/0011_001257_mfcc.pt,Sad
./dataset/esd/0014/Surprise/0014_001529.wav,mfccs/0014_001529_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/21796.wav,mfccs/21796_mfcc.pt,Bored
./dataset/esd/0011/Happy/0011_000956.wav,mfccs/0011_000956_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/25699.wav,mfccs/25699_mfcc.pt,Happy
./dataset/esd/0011/Neutral/0011_000138.wav,mfccs/0011_000138_mfcc.pt,Neutral
./dataset/esd/0011/Sad/0011_001197.wav,mfccs/0011_001197_mfcc.pt,Sad
./dataset/meld/train/dia41_utt14.mp4,mfccs/dia41_utt14_mfcc.pt,Disgust
./dataset/mlend/MLEndSND_Public/45320.wav,mfccs/45320_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/40240.wav,mfccs/40240_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/27081.wav,mfccs/27081_mfcc.pt,Bored
./dataset/crema-d/AudioWAV/1040_MTI_ANG_XX.wav,mfccs/1040_MTI_ANG_XX_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/26238.wav,mfccs/26238_mfcc.pt,Happy
./dataset/meld/train/dia208_utt1.mp4,mfccs/dia208_utt1_mfcc.pt,Neutral
./dataset/esd/0018/Surprise/0018_001513.wav,mfccs/0018_001513_mfcc.pt,Surprise
./dataset/esd/0013/Neutral/0013_000168.wav,mfccs/0013_000168_mfcc.pt,Neutral
./dataset/meld/train/dia629_utt12.mp4,mfccs/dia629_utt12_mfcc.pt,Neutral
./dataset/tess/OAF_Pleasant_surprise/OAF_chair_ps.wav,mfccs/OAF_chair_ps_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/44543.wav,mfccs/44543_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/09331.wav,mfccs/09331_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/30616.wav,mfccs/30616_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1037_IEO_SAD_HI.wav,mfccs/1037_IEO_SAD_HI_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/08610.wav,mfccs/08610_mfcc.pt,Bored
./dataset/tess/OAF_disgust/OAF_hall_disgust.wav,mfccs/OAF_hall_disgust_mfcc.pt,Disgust
./dataset/mlend/MLEndSND_Public/25963.wav,mfccs/25963_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/08484.wav,mfccs/08484_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/06947.wav,mfccs/06947_mfcc.pt,Question
./dataset/esd/0019/Surprise/0019_001522.wav,mfccs/0019_001522_mfcc.pt,Surprise
./dataset/esd/0019/Sad/0019_001180.wav,mfccs/0019_001180_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/44856.wav,mfccs/44856_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1023_TSI_ANG_XX.wav,mfccs/1023_TSI_ANG_XX_mfcc.pt,Anger
./dataset/esd/0018/Happy/0018_001032.wav,mfccs/0018_001032_mfcc.pt,Happy
./dataset/esd/0011/Angry/0011_000388.wav,mfccs/0011_000388_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/45736.wav,mfccs/45736_mfcc.pt,Happy
./dataset/esd/0020/Neutral/0020_000079.wav,mfccs/0020_000079_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/45246.wav,mfccs/45246_mfcc.pt,Happy
./dataset/meld/train/dia298_utt4.mp4,mfccs/dia298_utt4_mfcc.pt,Sad
./dataset/tess/YAF_fear/YAF_ripe_fear.wav,mfccs/YAF_ripe_fear_mfcc.pt,Fear
./dataset/esd/0013/Angry/0013_000614.wav,mfccs/0013_000614_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/09715.wav,mfccs/09715_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/30938.wav,mfccs/30938_mfcc.pt,Bored
./dataset/meld/train/dia792_utt0.mp4,mfccs/dia792_utt0_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/22157.wav,mfccs/22157_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/15713.wav,mfccs/15713_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/04964.wav,mfccs/04964_mfcc.pt,Bored
./dataset/esd/0014/Neutral/0014_000270.wav,mfccs/0014_000270_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/38599.wav,mfccs/38599_mfcc.pt,Question
./dataset/meld/train/dia629_utt1.mp4,mfccs/dia629_utt1_mfcc.pt,Happy
./dataset/esd/0015/Surprise/0015_001704.wav,mfccs/0015_001704_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/26792.wav,mfccs/26792_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/06930.wav,mfccs/06930_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/11984.wav,mfccs/11984_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/27807.wav,mfccs/27807_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/37887.wav,mfccs/37887_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/28098.wav,mfccs/28098_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/00852.wav,mfccs/00852_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/29525.wav,mfccs/29525_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/45400.wav,mfccs/45400_mfcc.pt,Question
./dataset/crema-d/AudioWAV/1024_MTI_FEA_XX.wav,mfccs/1024_MTI_FEA_XX_mfcc.pt,Fear
./dataset/mlend/MLEndSND_Public/04235.wav,mfccs/04235_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/24048.wav,mfccs/24048_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/13459.wav,mfccs/13459_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1036_TSI_NEU_XX.wav,mfccs/1036_TSI_NEU_XX_mfcc.pt,Neutral
./dataset/esd/0014/Happy/0014_000972.wav,mfccs/0014_000972_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/13713.wav,mfccs/13713_mfcc.pt,Bored
./dataset/crema-d/AudioWAV/1014_IEO_HAP_HI.wav,mfccs/1014_IEO_HAP_HI_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1046_DFA_SAD_XX.wav,mfccs/1046_DFA_SAD_XX_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/33788.wav,mfccs/33788_mfcc.pt,Happy
./dataset/esd/0020/Neutral/0020_000092.wav,mfccs/0020_000092_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1037_ITS_NEU_XX.wav,mfccs/1037_ITS_NEU_XX_mfcc.pt,Neutral
./dataset/meld/train/dia546_utt6.mp4,mfccs/dia546_utt6_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/46505.wav,mfccs/46505_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/27753.wav,mfccs/27753_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1011_IEO_DIS_HI.wav,mfccs/1011_IEO_DIS_HI_mfcc.pt,Disgust
./dataset/esd/0011/Neutral/0011_000038.wav,mfccs/0011_000038_mfcc.pt,Neutral
./dataset/esd/0012/Surprise/0012_001478.wav,mfccs/0012_001478_mfcc.pt,Surprise
./dataset/esd/0018/Sad/0018_001370.wav,mfccs/0018_001370_mfcc.pt,Sad
./dataset/tess/OAF_happy/OAF_gin_happy.wav,mfccs/OAF_gin_happy_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/22812.wav,mfccs/22812_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/37204.wav,mfccs/37204_mfcc.pt,Question
./dataset/tess/OAF_disgust/OAF_hole_disgust.wav,mfccs/OAF_hole_disgust_mfcc.pt,Disgust
./dataset/esd/0015/Surprise/0015_001454.wav,mfccs/0015_001454_mfcc.pt,Surprise
./dataset/esd/0013/Angry/0013_000529.wav,mfccs/0013_000529_mfcc.pt,Anger
./dataset/esd/0011/Surprise/0011_001504.wav,mfccs/0011_001504_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/41044.wav,mfccs/41044_mfcc.pt,Bored
./dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female1_neutral_5b_1.wav,mfccs/female1_neutral_5b_1_mfcc.pt,Neutral
./dataset/esd/0020/Neutral/0020_000043.wav,mfccs/0020_000043_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/17818.wav,mfccs/17818_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/35129.wav,mfccs/35129_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/16759.wav,mfccs/16759_mfcc.pt,Bored
./dataset/esd/0017/Happy/0017_000743.wav,mfccs/0017_000743_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/04852.wav,mfccs/04852_mfcc.pt,Bored
./dataset/crema-d/AudioWAV/1016_IEO_ANG_MD.wav,mfccs/1016_IEO_ANG_MD_mfcc.pt,Anger
./dataset/esd/0015/Surprise/0015_001472.wav,mfccs/0015_001472_mfcc.pt,Surprise
./dataset/esd/0011/Angry/0011_000559.wav,mfccs/0011_000559_mfcc.pt,Anger
./dataset/ravdess/Actor_03/03-01-06-02-01-02-03.wav,mfccs/03-01-06-02-01-02-03_mfcc.pt,Fear
./dataset/esd/0017/Sad/0017_001337.wav,mfccs/0017_001337_mfcc.pt,Sad
./dataset/esd/0012/Happy/0012_000707.wav,mfccs/0012_000707_mfcc.pt,Happy
./dataset/esd/0015/Neutral/0015_000236.wav,mfccs/0015_000236_mfcc.pt,Neutral
./dataset/meld/train/dia774_utt0.mp4,mfccs/dia774_utt0_mfcc.pt,Sad
./dataset/esd/0020/Sad/0020_001349.wav,mfccs/0020_001349_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/22002.wav,mfccs/22002_mfcc.pt,Neutral
./dataset/tess/YAF_fear/YAF_such_fear.wav,mfccs/YAF_such_fear_mfcc.pt,Fear
./dataset/mlend/MLEndSND_Public/35526.wav,mfccs/35526_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/43470.wav,mfccs/43470_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/25152.wav,mfccs/25152_mfcc.pt,Neutral
./dataset/tess/OAF_disgust/OAF_keg_disgust.wav,mfccs/OAF_keg_disgust_mfcc.pt,Disgust
./dataset/mlend/MLEndSND_Public/04143.wav,mfccs/04143_mfcc.pt,Neutral
./dataset/esd/0016/Neutral/0016_000342.wav,mfccs/0016_000342_mfcc.pt,Neutral
./dataset/esd/0017/Angry/0017_000487.wav,mfccs/0017_000487_mfcc.pt,Anger
./dataset/meld/train/dia936_utt7.mp4,mfccs/dia936_utt7_mfcc.pt,Fear
./dataset/mlend/MLEndSND_Public/26030.wav,mfccs/26030_mfcc.pt,Question
./dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female2_angry_4b_2.wav,mfccs/female2_angry_4b_2_mfcc.pt,Anger
./dataset/esd/0019/Angry/0019_000676.wav,mfccs/0019_000676_mfcc.pt,Anger
./dataset/esd/0018/Angry/0018_000602.wav,mfccs/0018_000602_mfcc.pt,Anger
./dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_sad_2b_2.wav,mfccs/male2_sad_2b_2_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/31344.wav,mfccs/31344_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/39174.wav,mfccs/39174_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/39630.wav,mfccs/39630_mfcc.pt,Question
./dataset/esd/0012/Neutral/0012_000138.wav,mfccs/0012_000138_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1009_DFA_FEA_XX.wav,mfccs/1009_DFA_FEA_XX_mfcc.pt,Fear
./dataset/meld/train/dia206_utt8.mp4,mfccs/dia206_utt8_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/08463.wav,mfccs/08463_mfcc.pt,Question
./dataset/crema-d/AudioWAV/1080_TSI_DIS_XX.wav,mfccs/1080_TSI_DIS_XX_mfcc.pt,Disgust
./dataset/meld/train/dia69_utt4.mp4,mfccs/dia69_utt4_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/18198.wav,mfccs/18198_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1004_IOM_NEU_XX.wav,mfccs/1004_IOM_NEU_XX_mfcc.pt,Neutral
./dataset/esd/0013/Neutral/0013_000126.wav,mfccs/0013_000126_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/19207.wav,mfccs/19207_mfcc.pt,Happy
./dataset/esd/0016/Angry/0016_000455.wav,mfccs/0016_000455_mfcc.pt,Anger
./dataset/esd/0014/Happy/0014_000739.wav,mfccs/0014_000739_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1001_TIE_DIS_XX.wav,mfccs/1001_TIE_DIS_XX_mfcc.pt,Disgust
./dataset/esd/0012/Sad/0012_001266.wav,mfccs/0012_001266_mfcc.pt,Sad
./dataset/tess/OAF_Pleasant_surprise/OAF_home_ps.wav,mfccs/OAF_home_ps_mfcc.pt,Surprise
./dataset/crema-d/AudioWAV/1050_TSI_DIS_XX.wav,mfccs/1050_TSI_DIS_XX_mfcc.pt,Disgust
./dataset/esd/0018/Angry/0018_000620.wav,mfccs/0018_000620_mfcc.pt,Anger
./dataset/crema-d/AudioWAV/1013_ITS_HAP_XX.wav,mfccs/1013_ITS_HAP_XX_mfcc.pt,Happy
./dataset/esd/0018/Neutral/0018_000144.wav,mfccs/0018_000144_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/46262.wav,mfccs/46262_mfcc.pt,Bored
./dataset/esd/0020/Surprise/0020_001405.wav,mfccs/0020_001405_mfcc.pt,Surprise
./dataset/esd/0016/Sad/0016_001169.wav,mfccs/0016_001169_mfcc.pt,Sad
./dataset/meld/train/dia842_utt10.mp4,mfccs/dia842_utt10_mfcc.pt,Happy
./dataset/esd/0012/Neutral/0012_000083.wav,mfccs/0012_000083_mfcc.pt,Neutral
./dataset/esd/0017/Sad/0017_001354.wav,mfccs/0017_001354_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/38928.wav,mfccs/38928_mfcc.pt,Happy
./dataset/esd/0020/Sad/0020_001149.wav,mfccs/0020_001149_mfcc.pt,Sad
./dataset/crema-d/AudioWAV/1083_TSI_DIS_XX.wav,mfccs/1083_TSI_DIS_XX_mfcc.pt,Disgust
./dataset/esd/0015/Happy/0015_001010.wav,mfccs/0015_001010_mfcc.pt,Happy
./dataset/meld/train/dia982_utt0.mp4,mfccs/dia982_utt0_mfcc.pt,Neutral
./dataset/tess/OAF_happy/OAF_gap_happy.wav,mfccs/OAF_gap_happy_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/29115.wav,mfccs/29115_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/08951.wav,mfccs/08951_mfcc.pt,Happy
./dataset/esd/0020/Neutral/0020_000263.wav,mfccs/0020_000263_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1022_TSI_SAD_XX.wav,mfccs/1022_TSI_SAD_XX_mfcc.pt,Sad
./dataset/esd/0018/Surprise/0018_001428.wav,mfccs/0018_001428_mfcc.pt,Surprise
